Speaker		Gender	NumLines	Play	TopVillain	Fools
Lords		Male	1	Coriolanus		
Warwick		Male	1	Henry V		
First Lady		Female	1	Cymbeline		
Ladies		Female	1	Cymbeline		
Guiderius And Arviragus		Male	1	Cymbeline		
Second Gaoler		Male	1	Cymbeline		
Second Senator		Male	1	Cymbeline		
Gaoler		Male	1	The Comedy of Errors		
All		Male	1	Henry V		
Grey And Scroop		Male	1	Henry V		
Herald		Male	1	Henry V		
Angelo And Escalus		Male	1	Measure for Measure		
All Servants		Male	1	The Taming of the Shrew		
All Servingmen		Male	1	The Taming of the Shrew		
Third Guard		Male	1	Antony and Cleopatra		
Taurus		Male	1	Antony and Cleopatra		
Second Gentleman		Male	1	Henry VI Part 2		
Fourth Soldier		Male	1	Antony and Cleopatra		
Maecenas And Agrippa		Male	1	Antony and Cleopatra		
Second Attendant		Male	1	Antony and Cleopatra		
All The Servants		Male	1	Antony and Cleopatra		
All The Soldiers		Male	1	Antony and Cleopatra		
All The Triumvirs		Male	1	Antony and Cleopatra		
First Attendant		Male	1	Antony and Cleopatra		
Captain		Male	1	Antony and Cleopatra		
All The Others		Male	1	The Two Noble Kinsmen		
All Three Knights		Male	1	The Two Noble Kinsmen		
Bavian		Male	1	The Two Noble Kinsmen		
Second Esquire		Male	1	King Edward III		
Second Messenger		Male	1	King Edward III		
Lords		Male	1	Henry V		
Plebeians		Male	1	Julius Caesar		
First Soldier		Male	1	Julius Caesar		
All		Male	1	Henry VI Part 1		
Third Soldier		Male	1	Julius Caesar		
Titinius And Messala		Male	1	Julius Caesar		
Glansdale		Male	1	Henry VI Part 1		
First Sentinel		Male	1	Henry VI Part 1		
All		Male	1	Henry VIII		
Second Warder		Male	1	Henry VI Part 1		
Servant		Male	1	Henry VI Part 1		
Legate		Male	1	Henry VI Part 1		
Porter		Male	1	Henry VI Part 1		
Second And Third Gentlemen		Male	1	Henry VIII		
Page		Male	1	Henry VIII		
Macbeth And Lennox		Male	1	Macbeth		
Soldiers		Male	1	Macbeth		
Servant		Male	1	The Two Gentlemen of Verona		
Outlaws		Male	1	The Two Gentlemen of Verona		
All		Male	1	Richard II		
Second Messenger		Male	1	Henry IV Part 1		
Second Traveller		Male	1	Henry IV Part 1		
Ostler		Male	1	Henry IV Part 1		
Second Man		Male	1	Richard II		
First Messenger		Male	1	Henry IV Part 1		
All Lords		Male	1	Pericles		
Second Officer		Male	1	King Lear		
Second Groom		Male	1	Henry IV Part 2		
Princes		Male	1	Henry IV Part 2		
Thieves		Male	1	Henry IV Part 1		
Gloucester And Clarence		Male	1	Henry IV Part 2		
First Groom		Male	1	Henry IV Part 2		
Martius And Quintus		Male	1	Titus Andronicus		
All Petitioners		Male	1	Henry VI Part 2		
All The Goths		Male	1	Titus Andronicus		
Conrade And Borachio		Male	1	Much Ado About Nothing		
Master		Male	1	Henry VI Part 2		
Mate		Male	1	Henry VI Part 2		
Edward		Male	1	Henry VI Part 2		
Patricians		Male	1	Coriolanus		
Noble		Male	1	Coriolanus		
Officer		Male	1	Coriolanus		
Lieutenant		Male	1	Coriolanus		
First Roman		Male	1	Coriolanus		
Both Citizens		Male	1	Coriolanus		
Gurney		Male	1	King John		
All Roman Soldiers		Male	1	Coriolanus		
Aediles		Male	1	Coriolanus		
Pembroke And Bigot		Male	1	King John		
Peter		Male	1	King John		
John And Robert		Male	1	The Merry Wives of Windsor		
Mistress Ford And Mistress Page		Female	1	The Merry Wives of Windsor		
Robert		Male	1	The Merry Wives of Windsor		
Gentlemen		Male	1	Othello		
Senators		Male	1	Othello		
All		Male	1	Othello		
All Lords		Male	1	Othello		
Gentlemen		Male	1	Hamlet		
Marcellus And Barnardo		Male	1	Hamlet		
All The Ladies		Female	1	Timon of Athens		
All The Lords		Male	1	Timon of Athens		
All		Male	1	Timon of Athens		
Voices		Male	1	Hamlet		
Voltemand And Cornelius		Male	1	Hamlet		
Phrynia		Female	1	Timon of Athens		
Others		Male	1	Timon of Athens		
Lucullus And Lucius		Male	1	Timon of Athens		
First Lady		Female	1	Timon of Athens		
Both Senators		Male	1	Timon of Athens		
Both Varro'S Servants		Male	1	Timon of Athens		
Fourth Senator		Male	1	Timon of Athens		
All		Male	1	Henry VI Part 3		
First Messenger		Male	1	Henry VI Part 3		
Third Stranger		Male	1	Timon of Athens		
Some		Male	1	Timon of Athens		
Servants		Male	1	Timon of Athens		
Mariners		Male	1	The Tempest		
Ferdinand And Miranda		Male	1	The Tempest		
Cleomenes And Dion		Male	1	The Winter's Tale		
Senators		Male	1	Coriolanus		
Second Soldier		Male	1	Coriolanus		
Second Roman		Male	1	Coriolanus		
Third Roman		Male	1	Coriolanus		
Virgilia And Valeria		Female	1	Coriolanus		
Tribunes		Male	1	Coriolanus		
A Follower		Male	1	Romeo and Juliet		
Fiddler		Male	1	Romeo and Juliet		
Friar John		Male	1	Romeo and Juliet		
Second Watchman		Male	1	Romeo and Juliet		
Third Musician		Male	1	Romeo and Juliet		
Third Servingman		Male	1	Romeo and Juliet		
Watchman		Male	1	Romeo and Juliet		
Second Pirate		Male	1	Pericles		
Second Knight		Male	1	Pericles		
Marshal		Male	1	Pericles		
Messenger		Male	1	Pericles		
Pericles And Thaisa		Male	1	Pericles		
Philemon		Male	1	Pericles		
Third Lord Of Pentapolis		Male	1	Pericles		
Third Knight		Male	1	Pericles		
Surrey		Male	1	Richard III		
Vaughan		Male	1	Richard III		
First Gentleman Of Tyre		Male	1	Pericles		
First And Second Murderer		Male	1	Richard III		
All		Male	1	Richard III		
Ghost Of Grey		Male	1	Richard III		
Herbert		Male	1	Richard III		
Queen Elizabeth And Duchess Of York		Female	1	Richard III		
